# lon; lat; id; type

-75.06476;9.3956;3669128;3
-75.55656;6.46221;3669138;3
-76.2278;3.99456;3669156;1
-75.26775;10.05154;3669188;2
-77.01389;1.6725;3669214;2
-75.52626;9.73586;3669218;3
-76.91124;0.34314;3669293;3
-73.69958;3.69637;3669332;2
-75.12809;8.65972;3669346;2
-75.08198;9.95156;3669454;3
-76.52969;8.75924;3669461;3
-73.00314;10.77108;3669469;3
-75.24103;9.27345;3669480;3
-75.1217;9.82767;3669736;1
-73.13309;6.55573;3669808;3
-75.15111;10.39833;3669929;1
-77.47409;1.29151;3669938;2
-73.18004;10.33427;3669947;3
-75.69947;8.79577;3669997;1
-74.77316;7.79177;3669998;1
-74.99315;6.18789;3670000;1
-75.95244;9.3533;3670018;3
-75.02709;8.92901;3670038;1
-74.69346;9.93303;3670107;1
-75.48008;3.91423;3670162;3
-75.75891;9.3741;3670199;3
-81.70056;12.58472;3670218;3
-73.3922;7.76107;3670242;2
-76.27557;1.87863;3670260;2
-75.38167;9.18361;3670280;3
-77.5957;1.3385;3670293;2
-75.96541;5.96502;3670350;2
-75.01517;3.92922;3670357;3
-74.79463;10.49027;3670368;2
-75.48749;5.40733;3670370;3
-75.44275;8.94616;3670419;3
-75.6;6.15;3670475;2
-74.92063;10.62962;3670502;1
-74.76059;10.79115;3670513;3
-73.49574;7.3915;3670520;2
-75.23996;4.23922;3670587;1
-76.15457;4.41256;3670644;1
-75.25642;2.77717;3670692;2
-75.76595;5.16647;3670700;3
-73.83901;8.5874;3670709;1
-77.1167;7.44027;3670718;1
-75.70318;5.42164;3670719;2
-75.37371;6.15515;3670730;3
-72.90722;11.54444;3670745;1
-76.28852;4.1571;3670754;3
-73.38485;8.2919;3670756;3
-75.68056;3.53083;3670764;3
-75.50306;6.05861;3670849;2
-73.56142;4.25833;3670855;3
-76.52242;3.82203;3670856;2
-75.12917;10.49194;3670874;1
-74.71602;10.70198;3670884;2
-74.53333;7.03083;3670899;1
-73.33544;5.4002;3671002;3
-75.73018;5.33957;3671091;2
-75.76278;4.62306;3671098;1
-76.66111;5.69472;3671116;2
-75.7219;9.23657;3671203;1
-74.93129;3.8587;3671208;3
-77.64027;0.87136;3671228;1
-73.89601;7.34828;3671287;1
-76.41668;3.23114;3671315;1
-72.4063;8.36361;3671325;1
-74.65436;5.46304;3671330;2
-73.20833;2.93833;3671346;1
-75.145;1.91417;3671348;3
-72.95597;4.08451;3671418;2
-73.4044;3.02225;3671424;3
-74.78189;-0.19337;3671437;3
-67.92389;3.86528;3671450;1
-74.95472;10.98778;3671497;1
-67.48588;6.18903;3671519;1
-74.58846;5.97584;3671531;2
-74.40326;6.49156;3671540;3
-76.50075;0.51328;3671549;2
-73.6781;5.8774;3671591;2
-74.28438;10.99376;3671615;3
-75.84101;5.79176;3671630;1
-74.95815;8.2411;3671655;2
-76.24472;3.42111;3671772;1
-76.61316;2.43823;3671916;3
-74.75026;10.64104;3671936;1
-74.85344;10.77697;3671950;1
-75.58833;8.41472;3672068;3
-75.64506;3.19698;3672077;2
-77.36598;4.95334;3672086;1
-78.72167;2.10194;3672087;1
-74.61621;10.46168;3672093;1
-76.04785;1.84966;3672110;1
-74.46771;8.91925;3672197;2
-74.45302;9.32908;3672249;2
-75.70348;4.33419;3672255;3
-73.04953;6.98789;3672328;3
-73.05;5.55;3672428;2
-75.69611;4.81333;3672486;1
-75.16122;5.38346;3672521;1
-73.66452;8.68819;3672599;1
-77.05273;2.06895;3672761;1
-77.28111;1.21361;3672778;1
-72.64795;7.37565;3673045;1
-76.30361;3.53944;3673164;1
-74.75443;10.74055;3673220;3
-75.62242;5.0194;3673269;3
-75.4375;2.89167;3673286;3
-73.11708;5.78013;3673369;2
-73.62548;8.95652;3673379;3
-75.99278;2.65472;3673398;1
-75.4593;5.52708;3673413;1
-74.15977;5.13278;3673424;1
-75.22382;9.53248;3673455;1
-75.22169;3.9361;3673511;1
-77.49665;1.25609;3673609;2
-73.35604;8.23773;3673662;2
-75.97389;4.57583;3673676;3
-74.88521;5.57782;3673811;2
-73.88333;5.05;3673887;1
-75.28188;2.9273;3673899;1
-75.52001;5.1665;3673902;1
-74.77573;8.09419;3673976;1
-75.09415;3.62057;3674010;1
-74.10778;5.53528;3674121;2
-74.23021;4.70592;3674292;1
-73.86884;8.2752;3674412;3
-75.88143;8.74798;3674453;2
-75.75111;4.56639;3674463;2
-75.42293;7.98288;3674470;1
-74.4733;8.2971;3674499;2
-76.05;8.25;3674569;1
-73.57284;5.87638;3674572;3
-74.42667;9.24194;3674597;1
-75.67489;9.23768;3674603;1
-76.64661;1.14933;3674654;2
-70.17333;1.19833;3674676;1
-75.88322;5.2973;3674678;2
-76.22814;3.24991;3674702;3
-74.64075;4.20475;3674885;3
-75.56359;6.25184;3674962;1
-75.73778;4.93722;3675212;1
-75.05496;5.29659;3675234;2
-74.89295;5.19889;3675252;2
-75.33621;6.17358;3675263;1
-75.30155;9.9832;3675287;1
-75.15694;5.32472;3675409;1
-75.51738;5.06889;3675443;1
-72.28861;4.81722;3675452;1
-72.44447;11.77505;3675504;1
-74.95869;10.44589;3675512;2
-74.77386;10.85953;3675595;1
-72.73233;6.69903;3675605;3
-74.62038;8.53886;3675637;1
-72.24321;11.38321;3675657;1
-75.18985;10.23293;3675668;1
-74.75467;9.24202;3675692;1
-74.26419;4.73244;3675707;1
-75.14309;10.60921;3675826;3
-72.5037;7.83793;3675975;1
-75.26769;9.37899;3675987;1
-75.8135;9.23648;3676397;2
-75.06232;4.9218;3676604;1
-69.94056;-4.21528;3676623;2
-74.90977;4.86242;3676626;2
-73.2178;7.11317;3676674;1
-75.8825;4.89972;3676720;2
-76.03738;4.52271;3676791;3
-74.33979;4.99779;3676864;3
-75.36195;5.97431;3676923;3
-76.10318;4.53282;3676928;2
-77.13152;1.6045;3676934;3
-75.78746;4.45265;3677010;3
-75.89232;2.39341;3678097;2
-75.60626;5.74867;3678118;3
-73.17332;10.38439;3678186;3
-73.91667;5.26667;3678405;3
-73.33405;9.56228;3678674;2
-73.80265;8.61868;3678907;1
-75.64317;6.15769;3679065;2
-74.66311;5.44783;3679277;1
-76.96901;1.60301;3679379;2
-75.4315;6.03082;3679554;2
-73.96926;4.72069;3679660;2
-75.03341;10.82813;3680176;2
-75.78601;5.79211;3680317;2
-75.81976;5.59902;3680366;1
-76.53499;3.26074;3680387;2
-75.76404;7.17117;3680434;1
-75.61139;6.17194;3680450;1
-76.68397;5.16054;3680453;2
-77.64959;0.83018;3680539;1
-75.23222;4.43889;3680656;3
-74.73584;5.20856;3680840;2
-73.47274;5.00619;3681356;3
-75.15864;6.23274;3681368;3
-75.44354;6.28046;3681429;3
-77.88542;2.57082;3681505;1
-74.9701;4.03078;3681563;1
-74.22384;9.14334;3681596;3
-73.76566;3.88043;3681605;2
-77.55301;1.13855;3681644;1
-74.59499;5.06692;3681702;2
-76.33292;3.76383;3681797;1
-75.18532;6.14353;3681952;2
-73.70056;3.53861;3681957;2
-73.37989;8.38944;3681990;1
-73.16981;7.0682;3682018;1
-74.80468;4.29866;3682028;2
-76.26675;3.72461;3682039;1
-75.54531;2.38677;3682047;1
-75.76667;4.31667;3682068;3
-75.62777;2.19593;3682108;3
-73.36334;5.08236;3682160;1
-73.74268;8.32279;3682182;1
-75.04811;9.16095;3682232;2
-74.886;10.89686;3682238;1
-74.36378;4.33646;3682274;3
-74.21195;4.71638;3682281;3
-74.18504;10.52066;3682292;1
-76.1288;6.78005;3682313;3
-75.03624;5.15264;3682330;1
-72.8487;10.88606;3682374;3
-73.89749;4.48797;3682380;2
-73.08431;7.06178;3682385;1
-76.2348;3.3223;3682393;2
-75.60623;1.61438;3682426;1
-74.81901;4.29413;3682458;2
-75.65833;4.67472;3682473;3
-75.5612;5.29606;3682481;1
-74.94894;5.11564;3682510;1
-74.35453;4.81367;3682516;2
-74.88429;4.14924;3682573;1
-75.58531;6.17064;3682631;1
-72.60125;7.93248;3682682;1
-76.81029;2.45199;3682963;1
-77.39678;1.41814;3682965;1
-74.25996;4.85314;3683155;1
-74.26824;10.61135;3683233;3
-74.82415;10.40283;3683463;1
-75.32863;1.57006;3683528;1
-73.74723;9.66057;3683538;3
-72.92405;10.65225;3683778;1
-76.23619;4.5079;3684266;3
-75.28466;1.67817;3684276;3
-73.9614;10.15031;3684452;3
-78.11049;2.47691;3684579;1
-76.31372;3.68549;3684615;2
-75.12023;9.7174;3684666;2
-73.44776;8.51064;3684683;2
-76.98214;2.11696;3684860;3
-73.97581;9.00114;3684917;1
-74.80858;7.59272;3684945;2
-73.03408;5.8245;3685084;3
-75.66726;4.83916;3685095;3
-75.39496;6.48568;3685126;2
-76.68859;3.65685;3685292;1
-76.26722;7.00172;3685295;3
-73.54274;9.19992;3685335;1
-77.79145;0.90875;3685432;1
-73.48669;4.2708;3685442;2
-72.50528;7.88333;3685533;3
-74.098;4.80938;3685733;2
-75.29283;9.31505;3685823;2
-76.25993;3.17407;3685871;1
-74.82705;9.58612;3685893;3
-75.50888;6.34633;3685949;2
-76.64973;5.09351;3686002;3
-74.45548;9.83545;3686011;1
-75.90706;6.04639;3686013;3
-75.18524;6.0573;3686158;2
-75.32499;10.56646;3686196;3
-75.08861;6.53833;3686227;3
-75.63583;4.61889;3686233;3
-73.94968;6.31419;3686255;3
-75.62028;8.87443;3686272;1
-74.24765;11.00703;3686279;3
-74.65694;9.26306;3686288;3
-73.68578;5.14468;3686422;3
-74.62279;10.02502;3686445;2
-73.60314;9.36238;3686479;2
-73.81748;5.61637;3686513;3
-75.39812;9.10569;3686540;3
-75.60361;4.9825;3686561;1
-72.60108;7.60731;3686574;1
-73.81228;9.25778;3686585;1
-76.68106;7.66638;3686636;1
-74.05866;4.85876;3686675;1
-75.48316;3.72315;3686793;1
-74.86933;10.32585;3686894;2
-75.79052;8.88479;3686922;3
-75.19349;7.98654;3687025;1
-75.91167;4.74639;3687230;3
-75.51444;10.39972;3687238;3
-75.33509;6.08236;3687318;2
-74.72014;4.14725;3687324;2
-73.94683;4.40569;3687476;1
-74.8797;10.45912;3687634;3
-76.34819;3.40671;3687644;3
-76.02539;6.74989;3687677;1
-74.88356;10.37808;3687758;2
-75.32311;2.68489;3687806;1
-76.40788;3.03586;3687880;1
-76.5225;3.43722;3687925;2
-75.63569;6.09106;3687952;1
-75.64091;4.52949;3687964;3
-74.91462;10.2511;3687972;1
-74.02799;4.91857;3688006;3
-75.42678;4.44172;3688021;1
-75.82665;4.3324;3688071;3
-76.15564;4.21207;3688254;2
-76.29783;3.90089;3688256;1
-76.0028;9.04963;3688397;3
-77.07036;3.89029;3688451;3
-77;3.58333;3688452;3
-73.1198;7.12539;3688465;3
-74.08175;4.60971;3688689;3
-75.98378;6.11284;3688840;1
-75.55795;6.33732;3688928;1
-75.86865;5.20088;3688989;1
-72.91254;5.98892;3689003;2
-75.81278;4.99528;3689012;1
-73.2793;9.70413;3689026;2
-74.79639;10.96389;3689147;3
-74.10647;8.94597;3689157;1
-72.78769;10.95756;3689162;1
-73.85472;7.06528;3689169;1
-75.33136;6.43809;3689205;1
-73.61506;5.93168;3689206;1
-78.13978;1.67154;3689228;1
-74.9164;10.79408;3689235;1
-77.21684;2.03956;3689292;3
-75.13982;8.31372;3689381;1
-73.97591;9.49828;3689458;2
-74.88682;5.03103;3689551;3
-75.68111;4.53389;3689560;1
-75.34389;10.25444;3689570;2
-74;10.25;3689589;1
-73.94331;8.45928;3689653;1
-76.42694;8.85051;3689693;2
-74.41513;4.27254;3689709;3
-71.42806;7.02917;3689714;2
-70.75908;7.08471;3689718;1
-75.49044;5.27123;3689740;2
-74.18983;10.59181;3689759;3
-72.8875;5.51972;3689771;2
-75.94318;5.10645;3689793;1
-76.62587;7.88299;3689798;1
-75.82806;6.55687;3689816;1
-75.995;4.79722;3689831;3
-75.79111;5.33278;3689833;2
-74.4995;4.83362;3689841;3
-75.87877;5.6561;3689899;3
-76.16641;4.17061;3689905;3
-77.51575;1.2703;3689915;2
-75.07764;6.91016;3690010;2
-75.70315;6.04001;3690019;3
-75.31492;2.52295;3690160;2
-74.57528;10.18694;3690172;2
-75.7825;4.67472;3690237;3
-72.59238;11.16099;3690250;3
-75.23667;3.22222;3690287;1
-72.54706;5.17282;3690316;2
-74.66995;4.37648;3690429;3
-75.45624;5.61161;3690431;3
-73.6166;8.30844;3690465;2
-74.55405;8.56818;3690549;3
-73.75797;3.98695;3690577;2
-73.22054;8.08065;3690584;3
-75.42725;5.78928;3690592;3
-74.02156;3.5251;3732964;1
-75.91906;1.03327;3733861;3
-72.89879;4.87206;3769932;1
-72.08157;4.31328;3769976;2
-74.99278;6.04167;3770066;1
-76.61723;2.75701;3770718;3
-76.84418;2.50949;3770955;3
-75.67056;5.92583;3780602;1
-76.65254;7.75849;3792375;3
-76.02528;5.85389;3792376;2
-74.79473;6.76141;3792377;3
-74.16583;8.79444;3792378;3
-74.05444;7.96444;3792379;1
-74.84289;1.33488;3792382;1
-73.23611;10.03409;3792383;3
-73.0325;10.39278;3792384;1
-73.51126;8.00151;3792385;1
-76.24056;1.93556;3792389;2
-74.78244;9.79029;3792392;3
-73.2031;7.47131;3792399;2
-76.91917;0.4525;3827723;2
-72.64591;2.57286;3828545;3
-76.87712;0.67656;3829343;3
-83.68352;9.90467;3621184;1
-83.9876;9.90644;3621224;3
-84.96709;10.47029;3621278;3
-84.23368;9.74622;3621335;3
-83.50659;10.09748;3621440;2
-84.04762;9.96016;3621505;3
-84.15499;10.06388;3621515;1
-84.31428;9.84636;3621524;2
-85.5851;10.26053;3621607;3
-84.18254;9.9326;3621630;2
-84.47022;10.08802;3621644;2
-84.07661;9.87556;3621655;3
-84.29008;9.831;3621659;3
-84.10016;10.0132;3621683;3
-84.20974;9.97454;3621687;1
-84.13722;9.92787;3621689;2
-84.05074;9.92829;3621717;3
-84.09656;9.99559;3621729;2
-84.06084;9.87121;3621753;2
-84.0847;9.8773;3621804;3
-84.31694;10.10248;3621817;3
-84.08165;9.95974;3621819;1
-84.1;10.01667;3621831;3
-85.1361;10.95173;3621841;3
-84.08333;9.93333;3621849;2
-83.70399;9.3721;3621889;1
-84.12934;9.99299;3621911;2
-84.10551;9.90488;3621922;2
-84.00287;9.89898;3621926;2
-84.18333;9.98333;3621967;2
-84.09062;9.85259;3621997;2
-84.03926;9.94522;3622023;1
-84.27933;10.24138;3622074;1
-84.42714;10.32381;3622190;3
-84.16522;9.42357;3622193;3
-84.0305;9.95808;3622217;3
-84.83836;9.97625;3622228;1
-83.03333;10;3622247;3
-83.60439;10.17185;3622325;2
-84.03501;9.88071;3622507;1
-83.86556;9.83832;3622547;2
-84.52337;9.91197;3622660;3
-85.45201;10.14828;3622716;3
-84.37824;10.09866;3622751;2
-84.72978;10.0925;3622854;3
-84.13396;10.00696;3622881;1
-83.58202;9.2627;3622884;3
-84.15448;9.99844;3623032;2
-85.43772;10.63504;3623076;3
-84.01326;9.96746;3623394;1
-84.11667;10;3623486;1
-83.78661;10.21588;3623580;3
-84.05279;9.94611;3623593;3
-83.68067;10.21044;3623601;1
-84.01688;9.93491;3623643;3
-83.16603;8.63901;3623656;3
-84.66466;9.99447;3623781;3
-84.1399;9.91887;3623787;3
-84.50626;9.94727;3623935;2
-83.6694;9.33554;3623961;1
-84.03407;9.91178;3623977;2
-83.87302;9.89449;3624057;3
-82.946;8.64002;3624066;1
-84;9.93333;3624142;2
-84.2417;9.91491;3624171;3
-84.08503;9.95091;3624174;1
-84.77232;9.98289;3624288;2
-83.91667;9.86667;3624370;1
-85.09311;10.4294;3624468;3
-84.06667;9.95;3624509;2
-83.33417;9.17189;3624593;2
-84.38032;9.97806;3624842;3
-84.0923;9.85876;3624848;1
-84.10042;9.90163;3624951;2
-84.21667;10.01667;3624955;2
-84.0488;9.96164;6612154;3
-79.36694;21.99611;3533556;2
-76.95333;20.27528;3533753;2
-79.23778;22.32722;3533826;1
-83.70778;22.61639;3534094;1
-78.14639;21.25944;3534363;2
-78.79639;21.73528;3534432;1
-81.25139;23.15361;3534632;2
-81.5375;22.79528;3534761;2
-79.98417;21.80194;3534915;1
-77.52639;21.235;3536259;2
-80.24361;22.58667;3536640;2
-82.38694;22.97;3536724;1
-75.82194;20.02472;3536729;3
-77.99556;20.71472;3537840;3
-81.92361;23.15389;3537845;3
-79.96667;22.4;3537906;1
-81.91333;22.78444;3538758;2
-83.76111;22.27861;3539092;1
-75.85083;20.1875;3539093;3
-82.15111;22.96139;3539560;2
-79.4425;21.92972;3540667;2
-83.04806;22.71417;3540680;1
-82.49917;22.89111;3540885;2
-80.07556;22.80667;3541440;2
-75.24139;20.58194;3541446;3
-80.55722;22.34083;3541999;3
-75.01667;20.36667;3542137;2
-76.91611;20.56028;3542167;1
-79.54583;22.49472;3542455;2
-80.14889;22.37722;3542744;2
-82.355;22.82306;3542965;2
-80.25361;22.78528;3543077;2
-76.60278;21.195;3543299;2
-78.42833;21.94694;3543498;3
-79.65333;22.31194;3543961;2
-83.69806;22.4175;3544091;2
-81.01889;22.76917;3544393;2
-81.29;22.72722;3544607;1
-80.39028;22.24167;3545040;3
-75.99889;20.21722;3545064;1
-77.26444;21.54528;3545841;1
-82.8;21.88333;3545867;3
-77.58278;20.04306;3545981;2
-78.6275;22.10944;3546434;2
-74.94028;20.65694;3546791;2
-77.61667;21.48333;3546894;1
-77.435;20.14194;3547260;1
-81.5775;23.04111;3547398;3
-80.92028;22.9475;3547519;3
-82.75361;22.9875;3547600;1
-77.11667;20.34333;3547867;1
-84.28444;22.28889;3547930;1
-79.97361;22.14944;3547976;2
-76.93778;21.3125;3548099;3
-81.85611;22.91139;3548529;1
-83.24861;22.58722;3548993;1
-80.72139;22.72806;3549463;1
-76.95111;20.96167;3550598;3
-82.42389;22.87139;3551608;2
-82.38304;23.13302;3553478;3
-81.19444;22.80444;3555907;2
-76.29944;20.96917;3556077;2
-76.42722;20.36667;3556168;3
-79.17;21.94194;3556334;2
-82.01083;23.04306;3556351;3
-82.17028;22.97917;3556406;1
-81.12861;22.52694;3556437;3
-76.26306;20.88722;3556969;1
-76.53861;20.255;3557332;2
-82.50528;22.79056;3557347;2
-82.02806;22.83611;3557378;3
-75.20917;20.14444;3557689;2
-84.0875;22.2025;3557758;1
-82.6875;22.92639;3557801;2
-77.35;21.05;3557923;2
-76.13167;21.10972;3558315;3
-79.72167;22.10389;3558744;2
-78.22583;21.52472;3558771;1
-80.1;22.45;3559235;3
-78.11694;21.8525;3559318;2
-79.87111;22.61694;3559416;2
-80.20222;22.14944;3562827;2
-75.93556;20.64389;3562895;2
-80.26667;22.34111;3563145;2
-80.58556;22.98194;3563317;2
-76.24139;20.29778;3563504;2
-83.51361;22.50472;3563559;3
-79.84028;21.87667;3563609;2
-80.90583;22.71917;3563843;2
-77.42972;20.98806;3563856;1
-80.04611;22.645;3564114;1
-80.43556;22.14611;3564124;3
-78.76194;21.84;3564178;2
-78.91361;22.19278;3564394;1
-81.20472;23.0375;3565432;3
-82.96111;22.74056;3565768;3
-77.27889;20.23417;3565951;1
-79.75;22.48333;3566054;3
-77.91694;21.38083;3566067;2
-80.90611;22.53333;3566134;2
-79.89611;22.64472;3566235;2
-79.46694;22.52056;3566356;1
-82.92194;22.97583;3566573;2
-79.49917;22.07889;3566603;1
-81.44694;22.76333;3567082;2
-82.38861;22.92861;3567546;2
-76.64333;20.37917;3567597;3
-82.54639;22.98278;3567612;3
-82.28806;22.71639;3567655;2
-78.63278;21.69667;3567823;2
-74.49583;20.34667;3567834;3
-75.71861;20.9625;3567869;3
-83.15917;22.90361;3567995;3
-82.76194;22.81306;3568312;1
-82.58417;22.80583;3569136;1
-82.27694;23.15833;3569370;3
-81.5675;22.7675;3569379;3
-80.85083;22.385;3569546;1
-80.5675;22.2775;3569741;1
-76.02694;20.75167;3746938;2
-24.71667;14.86667;3374117;1
-23.21667;15.13333;3374120;1
-24.3;16.61667;3374121;2
-24.36667;16.56667;3374165;1
-23.76667;15.28333;3374166;1
-24.49556;14.8961;3374210;3
-23.5625;15.02438;3374211;1
-22.9;16.6;3374218;3
-23.56667;15.13333;3374221;3
-22.91667;16.18333;3374235;2
-25.07243;17.18561;3374275;3
-23.50868;14.92148;3374333;2
-25.06471;17.01969;3374336;3
-24.33333;15.03333;3374338;2
-25.02007;17.15026;3374351;1
-23.65;15.08333;3374360;2
-24.98042;16.89014;3374462;1
-24.3;14.88333;3374707;1
-23.61667;14.91667;3374725;1
-23.6;15.18333;3374794;3
-23.68333;15.1;3374888;2
-68.93354;12.1084;3513090;3
-68.98333;12.15;3513221;3
105.67912;-10.42172;2078127;1
34.05833;35.0125;18918;2
32.95743;34.68844;145952;2
33.41667;35.1;145964;1
33.32083;35.075;145981;2
34.375;35.6;146105;1
33.98333;35.0375;146209;3
32.41667;34.76667;146214;3
33.36667;35.16667;146268;3
32.99139;35.19806;146286;3
33.62917;34.95417;146371;3
33.03333;34.675;146384;2
32.85056;35.11056;146392;1
33.62917;34.91667;146400;2
33.17917;35.3375;146403;2
33.31667;35.34167;146412;1
33.95;35.125;146617;2
33.58684;34.87551;146654;2
33.95833;35.06667;146661;3
33.42083;35.025;146666;1
33.59167;34.95;146796;1
15.81402;50.43172;3061284;3
18.09249;49.46603;3061327;1
16.0488;48.8555;3061344;1
17.66633;49.22665;3061369;2
17.66667;49.21667;3061370;3
15.25408;50.64274;3061562;2
15.93216;49.58726;3061692;3
15.93924;49.56263;3061695;3
13.54577;50.32717;3061822;1
16.46738;50.08601;3061888;1
16.87223;49.8826;3062111;1
16.16169;49.9532;3062214;1
14.51667;50.11667;3062257;2
16.99897;49.27747;3062283;1
17.99619;49.33871;3062339;3
15.60937;50.62697;3062439;3
17.38316;50.12095;3062446;2
18.31015;49.76995;3062497;2
14.17513;49.14789;3062642;3
14.89881;49.70632;3062759;3
17.74941;49.77445;3062811;3
13.78286;49.05857;3062888;3
17.37648;48.95363;3063032;3
14.69734;49.1843;3063033;3
16.01224;49.35522;3063196;3
14.61824;50.91154;3063375;3
17.97113;49.47181;3063447;3
18.0076;49.14064;3063448;2
16.39361;49.97387;3063546;1
14.03227;50.6607;3063548;2
16.01607;50.51237;3063590;2
17.12144;49.77092;3063596;2
17.64715;49.02513;3063736;3
17.45969;49.06975;3063739;3
14.42057;49.2234;3063794;2
16.0777;50.15136;3063797;1
14.58983;49.83348;3063804;1
15.15186;50.58356;3063853;3
15.9127;50.56101;3063907;2
18.67078;49.67763;3064000;2
15.48211;49.29092;3064029;3
14.77065;49.00364;3064079;1
15.88166;49.21492;3064104;3
15.99223;50.20097;3064122;2
16.42438;49.34872;3064211;3
13.82451;50.6404;3064288;1
15.45275;49.18418;3064316;3
15.30585;50.73735;3064358;2
12.63365;49.79528;3064373;2
14.6578;49.41441;3064379;1
16.46829;49.75594;3064454;1
15.40393;49.66801;3064510;3
13.52018;49.23106;3064662;1
16.97061;49.96528;3064673;1
18.07853;49.72342;3064807;1
14.49363;50.12674;3064894;1
13.00409;49.75294;3064919;2
17.3168;48.90102;3064995;1
13.90237;49.26141;3065067;2
13.96345;50.14631;3065117;3
14.37421;50.45298;3065163;2
17.29889;49.73044;3065166;1
18.33619;49.9169;3065281;3
14.42024;50.087;3065328;2
17.43338;49.07515;3065335;3
12.6401;50.1813;3065617;2
14.71861;49.25993;3065644;1
14.45258;51.00369;3065768;2
16.87649;49.15325;3065824;3
17.87349;49.08799;3065843;2
16.72731;49.16863;3065901;3
14.08693;50.23046;3065903;3
15.99655;49.84347;3065921;1
14.6848;49.38519;3066154;2
18.37607;49.79315;3066184;3
15.33552;50.60191;3066220;3
14.42664;49.66057;3066333;3
17.27177;49.93183;3066483;1
18.37626;49.86625;3066492;1
16.27488;50.16284;3066503;2
14.55699;50.95151;3066578;1
14.3976;50.15841;3066636;2
18.14302;49.45853;3066651;1
16.88215;49.20128;3066719;3
14.26175;50.42528;3066727;2
16.38787;49.18232;3066759;3
13.59459;49.7427;3066794;2
14.65427;49.99168;3066878;2
13.7334;50.1037;3067051;2
14.21717;49.19949;3067395;1
17.11184;49.47188;3067421;3
14.5;50.11667;3067433;3
14.01043;49.68988;3067542;2
18.14499;49.64094;3067544;2
13.3335;49.57298;3067553;3
17.4509;49.45511;3067580;3
15.56031;50.03985;3067594;2
14.42076;50.08804;3067696;2
13.99752;49.01292;3067713;3
15.71881;49.487;3067870;1
16.26543;49.71465;3067882;1
15.11881;50.14242;3068107;1
13.41192;50.22937;3068119;2
13.37759;49.74747;3068160;1
12.74378;49.86816;3068246;2
14.1475;49.3088;3068293;1
18.3894;49.831;3068329;3
15.22336;49.43134;3068445;2
15.77659;50.04075;3068582;1
15.00168;49.47076;3068647;2
17.51667;49.21667;3068689;1
17.53944;49.20934;3068690;1
12.93907;50.30592;3068766;1
18.28204;49.83465;3068799;3
18.43011;49.84527;3068873;3
17.90257;49.93866;3068927;1
17.25175;49.59552;3069011;1
17.83084;49.66255;3069136;3
13.14353;49.29387;3069230;3
13.21185;49.71145;3069232;1
15.04167;50.18605;3069236;1
18.01028;49.59438;3069305;2
15.49082;50.2415;3069377;3
14.55555;50.75761;3069381;2
13.90043;50.15272;3069431;3
16.07418;49.56144;3069465;3
16.15147;50.34456;3069466;1
15.51503;50.49449;3069669;2
14.51759;50.25926;3069844;2
12.72936;50.32242;3069934;1
17.51194;49.17156;3070045;1
16.15849;49.20726;3070055;2
16.16289;50.4167;3070122;2
13.63617;50.50301;3070291;1
16.31169;49.04893;3070310;2
15.80864;49.05209;3070323;1
16.66426;49.75793;3070325;3
16.91946;49.77698;3070409;3
14.4096;50.01116;3070420;1
14.97134;50.5272;3070451;1
14.90318;50.41135;3070544;3
14.72474;50.65869;3070622;3
14.88863;50.22596;3070628;2
14.36;49.45089;3070678;1
16.6378;48.80556;3070720;1
14.47411;50.3505;3070862;2
12.70118;49.96459;3071024;3
14.40449;50.08774;3071213;2
14.83281;50.20143;3071304;3
17.75747;49.09982;3071407;3
14.05103;50.51504;3071480;2
13.79667;50.35699;3071507;2
15.37341;50.53062;3071606;2
13.61812;50.6042;3071665;2
17.07615;49.70121;3071669;3
16.31298;49.86809;3071675;2
14.1318;50.53348;3071677;1
17.58594;49.52721;3071791;1
15.05619;50.76711;3071961;1
14.47457;50.10819;3071966;2
16.57357;49.54709;3072130;3
16.49879;50.0358;3072134;2
14.51667;50.13333;3072137;1
15.27772;49.69517;3072235;1
16.6119;49.91217;3072332;1
12.53027;50.11893;3072394;3
17.12253;49.01018;3072407;3
15.26816;49.94839;3072463;3
16.53144;49.29852;3072476;1
17.47011;49.04499;3072497;3
13.85815;50.68449;3072598;1
17.39312;49.29785;3072649;1
17.70385;50.08967;3072656;2
18.00472;49.93203;3072841;3
12.51747;50.32372;3072903;1
14.03445;49.94981;3072927;2
14.31149;50.24107;3072929;1
16.21319;50.12267;3073149;3
18.1448;49.59947;3073254;2
15.20057;50.02814;3073371;1
17.30207;49.35179;3073407;1
13.29505;49.39552;3073660;3
13.17128;50.38445;3073668;2
14.10285;50.14734;3073699;3
14.55;50.13333;3073743;2
18.54169;49.854;3073789;3
12.87117;50.23271;3073803;1
14.44711;50.09272;3073838;3
14.49628;48.73849;3073862;1
13.26667;50.38333;3074020;1
13.27131;50.37598;3074039;3
13.44769;50.49979;3074110;3
15.00301;49.14404;3074149;2
14.10383;50.76082;3074181;3
15.50653;50.6089;3074187;1
15.59124;49.3961;3074199;2
15.35162;50.43723;3074204;3
17.20464;50.22937;3074281;1
15.92136;50.3562;3074462;3
18.76458;49.57672;3074593;2
15.17108;50.72431;3074603;3
16.37752;49.10144;3074615;3
16.73762;48.94085;3074677;1
15.35932;49.54152;3074723;1
17.46374;49.31689;3074731;2
16.1823;50.47968;3074805;1
17.73469;49.54796;3074893;3
