# lon; lat; id; type

-59.02858;-34.09814;3427213;2
-59.35515;-28.48752;3427388;2
-59.90182;-31.66565;3427399;2
-59.985;-31.23101;3427420;1
-59.02689;-31.8653;3427428;1
-56.97304;-37.26394;3427431;2
-58.40082;-32.1632;3427443;3
-54.74312;-27.37679;3427537;2
-58.89324;-32.68573;3427582;2
-59.13316;-37.32167;3427833;1
-54.13333;-26.61667;3428068;1
-56.04077;-28.54939;3428071;3
-55.40867;-27.14132;3428079;3
-58.11891;-28.26318;3428182;2
-59.10287;-28.98746;3428287;2
-59.78696;-30.94768;3428359;3
-58.50524;-31.62487;3428481;1
-54.10842;-26.62207;3428577;2
-57.58964;-27.99585;3428644;2
-58.55454;-27.5079;3428708;3
-58.76733;-28.13306;3428759;2
-58.75167;-30.38452;3428858;3
-55.7826;-27.76979;3428928;2
-59.9317;-30.57781;3428975;3
-56.72351;-36.35694;3429160;1
-58.62591;-28.25384;3429403;2
-59.14545;-32.30286;3429439;2
-58.38333;-34.58333;3429576;1
-58.98389;-27.46056;3429577;3
-59.65;-29.15;3429594;2
-58.25265;-34.72418;3429652;1
-58.93906;-27.51414;3429713;1
-59.08206;-27.37218;3429721;3
-55.02402;-26.79598;3429732;2
-54.71476;-26.46779;3429738;1
-54.62089;-25.91641;3429764;1
-54.57355;-25.59912;3429777;1
-54.67306;-26.01517;3429786;1
-54.69463;-26.40842;3429790;2
-59.84243;-27.00147;3429866;1
-55.89608;-27.36708;3429886;1
-58.68696;-34.74974;3429902;3
-59.10879;-25.73239;3429949;2
-58.61059;-29.34132;3430029;2
-57.08991;-29.71311;3430104;3
-58.57197;-27.31676;3430105;1
-54.91514;-27.7237;3430178;1
-59.91898;-26.06468;3430180;2
-59.33781;-25.56332;3430186;1
-55.11994;-27.48706;3430340;1
-57.62073;-27.75072;3430402;2
-58.73675;-38.54726;3430443;2
-58.61975;-34.65344;3430545;2
-57.63626;-30.25359;3430598;3
-54.757;-26.5662;3430601;3
-57.96344;-30.61891;3430648;3
-59.43068;-34.65146;3430708;1
-58.07895;-29.18186;3430709;3
-58.22449;-28.04539;3430760;3
-58.97219;-27.2616;3430857;2
-57.55754;-38.00228;3430863;1
-59.96957;-29.34636;3430940;3
-59.39947;-32.1722;3430968;3
-59.105;-34.57028;3430988;1
-59.25795;-28.3529;3431606;3
-59.00125;-33.03595;3431916;3
-57.95453;-34.92145;3432043;1
-59.64566;-30.74485;3432079;2
-58.70347;-27.03786;3432355;1
-56.64326;-29.17443;3432760;1
-55.22698;-27.04346;3433349;3
-58.24458;-27.27043;3433363;3
-59.85851;-25.21438;3433513;1
-58.51722;-33.00938;3433658;1
-59.30966;-33.14156;3433663;3
-59.26256;-29.14003;3433715;3
-55.46433;-27.18636;3433743;1
-56.03333;-28.05;3433753;3
-59.34158;-26.53743;3433803;3
-55.82921;-27.48171;3433836;1
-54.95664;-26.81768;3433839;1
-58.17814;-26.17753;3433899;3
-59.02392;-27.41813;3433901;3
-58.78326;-30.95465;3433956;2
-57.89962;-31.00621;3433959;3
-59.52719;-30.01444;3434095;3
-54.19877;-27.29846;3434291;3
-59.37291;-26.30808;3434731;3
-54.81523;-26.71459;3434932;3
-54.68669;-27.02277;3434995;2
-57.67918;-36.31322;3435038;1
-58.0546;-29.79171;3435103;1
-58.8341;-27.4806;3435217;1
-58.02089;-31.39296;3435261;3
-58.23722;-32.48249;3435264;1
-55.52031;-27.98311;3435266;1
-59.68212;-25.33453;3435283;1
-54.42806;-25.97408;3435290;2
-54.52498;-27.47428;3435344;3
-58.44924;-34.57365;3435356;1
-57.71851;-25.28481;3435364;3
-57.97962;-30.75048;3435486;3
-55.4962;-27.6331;3435532;2
-55.06084;-26.92998;3435701;3
-55.74536;-27.4595;3435734;2
-55.03333;-27.38333;3435750;2
-55.01901;-27.46108;3435765;1
-54.97977;-27.2077;3435789;1
-58.95914;-34.16874;3435810;3
-58.37723;-34.61315;3435910;1
-59.44512;-31.34311;3435966;2
-53.64581;-26.2552;3436030;1
-58.93579;-27.48299;3436124;1
-59.85854;-36.77698;3436199;3
-59.65834;-29.11761;3436230;2
-54.89626;-27.09625;3436287;1
-56.55043;-29.09683;3436370;3
-54.68262;-27.56978;3436448;2
-70.05442;-38.89916;3832132;2
-64.47194;-23.64342;3832189;1
-65.31667;-26.81667;3832260;1
-72.3508;-51.57321;3832376;1
-67.06667;-39.1;3832647;3
-68.53838;-31.4933;3832653;2
-63.69377;-29.50003;3832658;1
-63.24763;-32.43293;3832662;3
-63.24016;-32.40751;3832694;3
-71.64631;-40.76173;3832711;1
-64.58686;-34.83826;3832719;1
-64.5559;-31.97542;3832734;2
-65.18958;-31.94585;3832756;2
-64.99947;-30.85523;3832759;3
-63.71667;-30.81667;3832763;1
-60.3297;-33.22778;3832778;3
-64.49778;-31.42414;3832791;1
-61.60757;-34.00565;3832793;1
-60.41263;-27.29174;3832797;2
-60.71526;-27.57383;3832811;3
-64.29538;-31.29458;3832815;1
-62.99668;-40.81345;3832899;1
-64.39215;-33.91965;3832917;2
-65.43586;-36.21505;3832923;2
-60.15478;-32.61841;3832934;3
-60.00722;-31.86782;3832959;3
-60.21261;-29.4593;3833027;3
-61.96884;-33.74556;3833062;3
-67.71638;-37.7741;3833111;1
-60.17271;-35.4323;3833112;1
-64.48084;-31.11732;3833211;2
-68.3;-54.8;3833367;3
-64.31615;-31.23073;3833412;2
-71.46386;-43.0858;3833675;2
-60.43207;-26.34066;3833794;3
-60.27978;-38.37394;3833859;3
-65.30505;-43.24895;3833883;1
-65.28025;-26.23135;3833947;3
-61.16852;-32.5844;3833995;1
-61.76917;-29.23202;3834048;3
-67.56488;-28.06319;3834361;3
-65.29109;-32.73292;3834397;2
-65.3509;-23.57757;3834403;3
-64.86042;-27.49983;3834502;1
-63.80131;-22.51636;3834601;1
-63.9807;-32.24309;3834665;1
-65.25921;-26.73201;3834813;2
-63.28333;-25.61667;3834843;3
-63.42938;-27.93357;3834961;1
-61.56148;-30.94404;3834971;1
-65.35647;-27.26272;3835238;2
-65.35574;-41.60602;3835297;1
-68.41667;-39;3835372;2
-61.82886;-31.76762;3835695;3
-69.06996;-45.58815;3835710;2
-60.7653;-31.66274;3835793;2
-64.26149;-27.79511;3835869;2
-61.13747;-27.83261;3835921;3
-63.40191;-31.15231;3835938;1
-64.53631;-32.06905;3835943;3
-64.28333;-36.61667;3835994;3
-68.49503;-31.53987;3836194;2
-60.7;-31.63333;3836277;3
-65.29712;-24.19456;3836564;2
-64.32598;-23.13223;3836620;3
-68.33007;-34.61772;3836669;1
-64.86614;-24.23127;3836772;1
-60.22523;-33.33578;3836846;1
-65.2226;-26.82414;3836873;3
-71.34865;-40.16038;3836951;1
-68.46814;-33.08103;3836992;3
-68.35273;-31.51599;3836993;2
-66.33563;-33.29501;3837056;1
-60.59189;-30.78913;3837124;3
-68.53639;-31.5375;3837213;1
-68.74693;-30.24057;3837240;2
-61.85984;-31.89618;3837441;1
-62.08266;-31.42797;3837675;2
-65.78524;-28.46957;3837702;1
-61.23724;-30.31053;3837823;3
-61.09192;-31.72864;3837857;2
-60.71252;-27.28782;3837943;1
-60.44156;-31.78371;3837956;2
-64.94769;-40.73193;3837980;3
-67.46821;-30.63353;3838158;3
-64.72211;-33.3839;3838201;1
-65.41166;-24.7859;3838233;1
-64.29589;-31.13724;3838235;2
-62.71262;-34.26827;3838506;1
-60.63932;-32.94682;3838583;2
-60.90681;-32.89846;3838638;1
-64.11406;-32.17301;3838793;1
-63.9099;-31.6526;3838797;2
-69.21813;-51.62261;3838859;1
-64.34992;-33.13067;3838874;1
-64.32241;-31.16486;3838902;2
-60.73299;-31.49076;3839262;3
-65.06096;-29.28184;3839263;2
-64.2447;-35.03658;3839282;1
-65.10228;-43.30016;3839307;3
-61.4867;-31.25033;3839479;1
-67.53333;-45.93333;3839482;1
-60.21683;-26.86913;3839490;3
-62.41667;-27.63333;3839565;3
-62.07359;-38.87588;3839982;2
-67.72743;-49.30554;3840082;1
-65.03851;-42.7692;3840092;3
-65.89382;-47.75034;3840104;3
-60.43876;-26.78522;3840300;3
-62.91984;-32.0186;3840470;3
-68.58333;-31.68333;3840860;1
-68.23333;-38.96667;3840885;1
-69.20863;-38.92598;3840896;2
-63.87964;-31.6789;3841149;2
-67.95731;-46.7949;3841309;2
-60.57357;-33.88995;3841490;3
-60.76791;-32.99835;3841500;3
-60.5238;-31.73197;3841956;3
-61.17436;-26.50517;3842142;3
-65.21163;-24.25648;3842190;2
-64.29872;-23.96336;3842268;1
-63.68201;-31.91353;3842621;2
-63.56978;-32.04158;3842662;3
-60.32254;-36.89272;3842670;1
-60.88313;-35.44437;3842881;1
-68.39023;-31.66914;3842882;2
-68.0591;-38.95161;3843123;3
-61.99862;-30.71164;3843619;1
-65.49832;-27.16742;3843803;3
-62.60085;-33.20462;3843830;3
-63.94437;-31.34312;3843871;2
-62.45668;-32.91642;3843881;3
-65.00619;-31.721;3844229;1
-65.01396;-32.34288;3844377;2
-68.82717;-32.89084;3844421;2
-62.10672;-32.6978;3844899;1
-64.06667;-31.38333;3845073;1
-64.3584;-31.46467;3845202;2
-60.04956;-26.92614;3845330;1
-61.41368;-26.4077;3846175;2
-65.49946;-28.04845;3846514;2
-61.5302;-34.86649;3846864;2
-64.78757;-23.80644;3846915;3
-62.29678;-32.66174;3846991;1
-65.62385;-33.05258;3847482;2
-62.71946;-31.87208;3847613;1
-61.58041;-32.47661;3847836;3
-61.51637;-32.68478;3847933;1
-60.59303;-24.70955;3848164;2
-64.25;-24.68333;3848209;1
-64.289;-33.09231;3848343;2
-68.93593;-46.54186;3848353;1
-61.08161;-27.08966;3848687;3
-66.85067;-29.41105;3848950;2
-65.59299;-22.10236;3849140;3
-65.70208;-39.42304;3850005;2
-60.65894;-31.30391;3850920;2
-63.80104;-31.77652;3850929;3
-64.48987;-31.08841;3851331;3
-64.49139;-30.98201;3851798;1
-65.57035;-27.77729;3851985;2
-63.29769;-33.41993;3852279;3
-64.33529;-31.34377;3852374;3
-63.39119;-34.12662;3852468;1
-62.85661;-33.15319;3852480;1
-65.18277;-33.8594;3853330;1
-62.67788;-32.88411;3853331;3
-71.06936;-39.95043;3853350;1
-60.94332;-34.58382;3853354;3
-64.18333;-25.08333;3853491;2
-64.09424;-30.98153;3853510;3
-63.59205;-35.23383;3853745;2
-64.83896;-24.22554;3853767;3
-67.23333;-39.08333;3853782;1
-69.54479;-41.34269;3853786;1
-61.85;-23.9;3853788;2
-65.32817;-28.91934;3853935;3
-65.35048;-23.20544;3853967;2
-64.3758;-34.84038;3853974;3
-65.9787;-28.72533;3853981;1
-64.49063;-31.07524;3854008;2
-63.73333;-32.42657;3854331;3
-61.34441;-27.60816;3854336;2
-63.53022;-37.66776;3854493;2
-65.4383;-27.64934;3854724;1
-60.71754;-32.85683;3854895;2
-60.64045;-33.03016;3854985;1
-67.58333;-39.03333;3855065;2
-60.20079;-32.17601;3855067;2
-61.28333;-27.31667;3855074;1
-63.75682;-35.65662;3855075;2
-63.92413;-34.01472;3855098;2
-67.92489;-38.95297;3855114;2
-63.81255;-22.59588;3855116;3
-64.43333;-40.1;3855121;1
-63.87243;-32.81313;3855124;2
-64.60431;-37.37698;3855143;2
-61.22103;-32.02927;3855244;3
-65.4929;-43.2897;3855284;1
-60.80995;-32.91568;3855302;1
-65.76667;-39.31667;3855368;1
-60.72819;-32.79122;3855370;3
-64.79943;-23.94079;3855394;1
-61.4832;-33.45937;3855554;3
-67.6149;-27.68705;3855588;2
-65.40329;-27.05413;3855666;1
-71.31667;-42.9;3855974;1
-60.93173;-31.4488;3856022;2
-64.09605;-23.20898;3856231;2
-64.41809;-32.18;3856235;1
-61.7014;-32.2008;3856436;3
-64.06667;-25.28333;3857012;3
-64.65259;-25.38069;3857974;3
-65.49174;-25.0741;3858553;3
-72.27682;-50.34075;3858677;3
-71.51667;-41.96667;3858765;2
-64.29448;-35.91501;3859036;1
-60.63836;-32.06641;3859384;2
-62.30634;-31.40431;3859409;3
-64.28989;-31.81626;3859429;2
-64.34984;-30.42036;3859512;1
-69.20889;-38.94688;3859552;1
-64.80387;-30.72644;3859828;2
-61.80746;-33.00887;3859839;3
-60.30658;-32.02873;3859904;3
-64.46563;-31.24508;3859965;1
-60.96928;-26.95374;3859974;3
-62.18463;-33.28205;3860129;3
-61.93343;-37.45467;3860164;1
-64.59711;-33.6227;3860178;2
-60.91462;-27.68038;3860197;3
-60.91982;-31.97263;3860217;3
-64.18105;-31.4135;3860259;2
-60.94617;-26.59926;3860419;2
-67.5;-45.86667;3860443;3
-64.13108;-27.5744;3861002;2
-67.99032;-38.93392;3861056;3
-68.06293;-38.82224;3861061;3
-70.27085;-37.37809;3861262;3
-65.68333;-39.26667;3861329;1
-60.01667;-34.89566;3861344;1
-68.53333;-31.48333;3861416;3
-67.4974;-29.16195;3861445;1
-65.5331;-25.10088;3861494;1
-61.18795;-27.21438;3861678;1
-66.31399;-30.36002;3861824;3
-60.47389;-34.64167;3861953;2
-67.38333;-39.05;3861966;3
-61.94504;-29.881;3862100;1
-68.13998;-38.80433;3862144;2
-68.28105;-31.65179;3862240;2
-67.7956;-37.87907;3862254;1
-60.61947;-25.94679;3862320;3
-61.16806;-33.04417;3862351;2
-61.15331;-32.85679;3862655;1
-60.71852;-32.82262;3862738;1
-64.52515;-30.86088;3862761;2
-66.05024;-28.76105;3862772;1
-62.88927;-33.56542;3862883;3
-61.39493;-32.81636;3862981;1
-60.84215;-26.80077;3863095;1
-62.85;-26.58333;3863136;2
-69.40783;-31.33084;3863362;1
-64.77002;-23.77368;3863366;3
-67.52814;-46.43929;3863379;2
-60.28696;-29.88767;3863419;3
-64.5937;-23.7407;3863491;2
-65.97614;-26.07295;3863503;2
-62.03742;-30.8659;3863833;1
-64.38867;-32.451;3864274;1
-64.06098;-27.82913;3864328;3
-62.68873;-32.62591;3864331;2
-65.30315;-27.03084;3864375;2
-62.66733;-31.0088;3864888;3
-62.27243;-38.7196;3865086;2
-60.7292;-26.68532;3865186;1
-60.50863;-33.15489;3865385;3
-63.05002;-31.42022;3865424;1
-61.60222;-32.78215;3865449;3
-62.40272;-33.64411;3865474;1
-66.79438;-28.5805;3865579;3
-63.99535;-24.43276;3865605;3
-66.31646;-27.58195;3865802;2
-62.83472;-28.46064;3865840;2
-64.42826;-31.65292;3866163;1
-64.25559;-32.19296;3866237;2
-67.82714;-38.97736;3866242;3
-65.13333;-26.81667;3866367;1
-68.52556;-31.43722;3866425;1
-65.61427;-27.4338;3866496;3
-64.02097;-33.63152;3866935;1
-65.69697;-22.72049;3867009;2
-58.481;-34.61082;6693230;3
-65.45783;-33.67571;7116866;2
-66.3127;-33.18368;7284819;3
-71.30822;-41.14557;7647007;3
-170.72;-14.33583;5881192;2
-170.7025;-14.27806;5881576;2
16.31573;48.0642;2601384;3
15.2;48.61667;2760415;1
16.75;48.53333;2760510;1
11.23333;47.28333;2760523;3
14.75;47.18333;2760610;3
12.79444;47.32556;2760634;1
15.08333;48.16667;2760772;3
12.06667;47.48333;2760854;3
16.21016;48.334;2760855;2
16.51667;48.38333;2760887;1
9.75;47.46667;2760894;1
14.84417;46.84056;2760910;3
15.60539;48.10571;2761186;1
16.25;47.8;2761353;1
16.31384;48.08278;2761354;2
16.37208;48.20849;2761369;3
13.93333;46.61667;2761475;2
14.03333;48.16667;2761524;1
15.61667;47.21667;2761531;3
15.6;48.4;2761669;3
11.6;47.28333;2761834;2
14.77361;47.96004;2762077;3
15.28333;48.81667;2762079;1
13.92122;48.00388;2762290;2
11.33333;47.25;2762304;1
14.63444;46.66222;2762315;2
15.15;47.03333;2762327;3
13.65;48.01667;2762343;2
13.85583;46.61028;2762372;3
14.0413;46.61301;2762453;1
16.05858;48.32829;2763266;3
15;47.41667;2763332;2
14.23459;48.22656;2763423;3
15.73333;48.35;2763459;2
16.29324;48.01485;2763460;2
13.6076;48.00394;2763595;2
13.25;47.83333;2763749;3
16.03575;47.71565;2763795;1
11.06667;47.3;2763810;1
13.81102;47.12808;2763929;2
13.25;47.98333;2764172;3
16.66667;48.31667;2764175;1
16.21667;48.38333;2764279;1
14.42127;48.04274;2764359;2
13.5;46.8;2764786;3
11.51667;47.28333;2764958;1
14.30935;48.04343;2765080;2
16.01223;48.25531;2765091;3
13.13333;47.9;2765257;1
13.495;46.82194;2765286;1
16.46667;48.13333;2765388;1
11.71014;47.35169;2765390;2
15.06667;48.78333;2765602;3
14.36028;46.76806;2766359;2
14.51667;48.16667;2766365;3
15.63333;48.2;2766429;1
13.2;47.35;2766643;1
14.82361;46.76611;2766772;3
13.04399;47.79941;2766824;2
12.848;47.42681;2766922;2
11.45;47.28333;2766971;1
14.35;47.51667;2767034;2
13.48855;48.21123;2767471;1
10.71667;47.48333;2767511;2
9.64308;47.27108;2767974;2
16.17539;48.20769;2768232;2
15.13478;48.05841;2768236;1
16.08333;48.18333;2768348;3
16.63333;48.66667;2768450;3
16.38333;47.9;2768472;3
16.11667;47.36667;2768811;3
14.63333;48.25;2769105;2
16.26607;48.11935;2769110;3
13.63611;46.71417;2769212;2
14.20369;48.25931;2769225;1
16.2;47.28333;2769623;2
16.8417;47.94901;2770684;3
16.08107;47.72096;2770711;2
9.70539;47.18436;2770885;2
15.68333;47.6;2770993;3
16.28921;48.08605;2771335;3
12.48333;47.26667;2771385;1
16.57667;48.57;2771557;1
14.13357;47.87764;2771619;3
15.33186;48.22737;2771682;3
16.4;47.73333;2771817;1
12.53333;47;2771828;3
14.37836;48.20568;2771867;1
16.28333;48.1;2771940;2
14.11667;48.18333;2771962;1
9.65851;47.42642;2772173;2
9.75;47.53333;2772345;1
14.28611;48.30639;2772400;2
14.23333;47.56667;2772480;3
12.76903;46.8289;2772505;2
14.2533;48.27965;2772635;1
15.1;47.38333;2772649;3
13.60846;47.97326;2772653;2
15.53836;46.78161;2772753;1
9.73306;47.48306;2772827;2
16.35;48.3;2772998;1
15.66667;48.46667;2773010;3
10.56593;47.13988;2773070;3
13.82166;47.98188;2773215;1
16.38333;48.71667;2773229;1
12.16667;47.58333;2773300;3
13.1448;47.62647;2773304;2
15.55;47.53333;2773447;1
14.12919;48.0529;2773538;2
15.61415;48.40921;2773549;2
16.22715;47.95096;2773653;1
16.33333;48.35;2773698;3
15.08333;47.06667;2773848;2
14.81667;47.21667;2773887;2
16.32522;48.30521;2773913;2
14.30528;46.62472;2774326;3
12.39215;47.44637;2774347;1
12.08333;47.51667;2774396;2
15.45;47.5;2774437;3
15.29331;47.44458;2774773;1
14.66667;47.16667;2775020;2
11.77245;47.39173;2775093;3
11.39454;47.26266;2775220;1
10.73974;47.24504;2775307;2
14.17786;48.22627;2775497;2
15.65663;48.66274;2775516;2
9.75;47.55;2775531;3
12.16667;47.45;2775541;1
16.08333;48.55;2775636;1
9.68306;47.36667;2775742;3
9.6405;47.45934;2775950;2
16.43333;48.08333;2776401;2
15.69431;48.28137;2776470;1
13.36722;46.62722;2776497;3
15.96667;47.28333;2776801;3
9.68306;47.48306;2776874;1
13.1;47.68333;2776951;1
16.94504;48.14627;2776988;1
15.5;48.15;2777162;2
16.55083;48.20278;2777836;3
13.03333;47.73333;2777921;2
15.45;47.06667;2778067;2
15.35;47.13333;2778085;3
9.63306;47.33306;2778218;3
13.79754;47.91887;2778436;1
14.9808;48.7683;2778439;3
15.93893;47.67487;2778455;2
15.71011;47.10559;2778478;3
16.46765;48.29447;2778690;2
14.40747;48.0224;2778843;2
16.72016;48.33925;2778877;1
14.41604;48.35363;2778966;1
16.08333;47.05;2779115;2
15.31667;47.26667;2779202;3
14.40583;46.95528;2779229;3
14.50453;48.51103;2779275;2
13.49065;48.06844;2779380;2
14.68333;47.2;2779450;1
14.30194;46.52694;2779640;3
14.1;46.71667;2779669;2
14.05134;48.34524;2779672;3
9.6;47.23306;2779674;2
14.47612;48.21346;2780048;1
14.44204;48.34507;2780057;2
16.51667;47.85;2780190;1
14.88333;47.53333;2780207;3
16.4;47.95;2780501;2
14.64361;46.59139;2780531;2
14.36417;46.60806;2780544;3
13.779;47.80716;2780547;2
12.21667;47.63333;2780579;2
9.73306;47.41667;2780741;3
16.56667;48.29972;2781017;1
15.22222;46.81528;2781023;3
15.28333;47.41667;2781371;3
16.76667;48.01667;2781373;3
9.7471;47.50311;2781503;3
13.04343;48.25628;2781520;2
9.81667;47.14972;2781680;2
13.21667;47.41667;2781735;2
16.10973;47.94567;2781837;1
13.03333;47.83333;2781859;1
16.21359;47.96533;2782043;3
13.61893;47.71109;2782052;2
